rel_path,video_id,model_type,condition,prediction,ground_truth,VT,AT,IM,n_faces,n_seg
test/000000.mp4,000000,resnet50,clean,fake,real,0.6153846153846154,0.5625,0.7058823529411765,14,17
test/000000.mp4,000000,resnet50,jpeg_10,fake,real,0.6666666666666666,0.5625,0.5882352941176471,13,17
test/000000.mp4,000000,resnet50,jpeg_20,fake,real,0.7692307692307693,0.5625,0.7058823529411765,14,17
test/000000.mp4,000000,resnet50,jpeg_30,fake,real,0.6666666666666666,0.5625,0.5882352941176471,13,17
test/000000.mp4,000000,resnet50,jpeg_40,fake,real,0.6153846153846154,0.5625,0.6470588235294118,14,17
test/000000.mp4,000000,resnet50,jpeg_50,fake,real,0.6666666666666666,0.5625,0.6470588235294118,13,17
test/000000.mp4,000000,resnet50,jpeg_60,fake,real,0.5833333333333334,0.5625,0.5882352941176471,13,17
test/000000.mp4,000000,resnet50,jpeg_70,fake,real,0.5,0.5625,0.6470588235294118,13,17
test/000000.mp4,000000,resnet50,jpeg_80,fake,real,0.75,0.5625,0.7058823529411765,13,17
test/000000.mp4,000000,resnet50,jpeg_90,fake,real,0.7692307692307693,0.5625,0.7058823529411765,14,17
test/000000.mp4,000000,resnet50,jpeg_95,fake,real,0.5833333333333334,0.5625,0.5882352941176471,13,17
test/000000.mp4,000000,resnet50,h264_18_keepaudio,fake,real,0.6666666666666666,0.5625,0.7058823529411765,13,17
test/000000.mp4,000000,resnet50,h264_23_keepaudio,fake,real,0.5,0.5625,0.6470588235294118,13,17
test/000000.mp4,000000,resnet50,h264_28_keepaudio,fake,real,0.5384615384615384,0.5625,0.8235294117647058,14,17
test/000000.mp4,000000,resnet50,h264_33_keepaudio,fake,real,1.0,0.5625,0.8235294117647058,13,17
test/000000.mp4,000000,resnet50,h264_38_keepaudio,fake,real,0.5,0.5625,0.8823529411764706,13,17
test/000000.mp4,000000,resnet50,h264_43_keepaudio,fake,real,0.6666666666666666,0.5625,0.7058823529411765,13,17
test/000001.mp4,000001,resnet50,clean,fake,real,0.75,0.21428571428571427,1.0,13,15
test/000001.mp4,000001,resnet50,jpeg_10,fake,real,0.7777777777777778,0.21428571428571427,0.8,10,15
test/000001.mp4,000001,resnet50,jpeg_20,fake,real,0.9166666666666666,0.21428571428571427,0.9333333333333333,13,15
test/000001.mp4,000001,resnet50,jpeg_30,fake,real,0.75,0.21428571428571427,0.8,13,15
test/000001.mp4,000001,resnet50,jpeg_40,fake,real,0.5833333333333334,0.21428571428571427,0.8666666666666667,13,15
test/000001.mp4,000001,resnet50,jpeg_50,fake,real,0.5833333333333334,0.21428571428571427,0.8666666666666667,13,15
test/000001.mp4,000001,resnet50,jpeg_60,fake,real,0.75,0.21428571428571427,1.0,13,15
test/000001.mp4,000001,resnet50,jpeg_70,fake,real,0.5,0.21428571428571427,0.8,13,15
test/000001.mp4,000001,resnet50,jpeg_80,fake,real,0.4166666666666667,0.21428571428571427,0.8,13,15
test/000001.mp4,000001,resnet50,jpeg_90,fake,real,0.5833333333333334,0.21428571428571427,1.0,13,15
